"","ACTIVITY","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","Y0","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Z0","Z1","Z2","Z3","Z4","Z5","Z6","Z7","Z8","Z9","XAVG","YAVG","ZAVG","XPEAK","YPEAK","ZPEAK","XABSOLDEV","YABSOLDEV","ZABSOLDEV","XSTANDDEV","YSTANDDEV","ZSTANDDEV","XVAR","YVAR","ZVAR"
"4286","jogging",0.67,0.09,0.165,0.07,0.005,0,0,0,0,0,0.395,0.365,0.175,0.06,0.005,0,0,0,0,0,0.175,0.245,0.345,0.105,0.045,0.025,0.025,0.015,0.005,0.015,-8.76569,-5.29734,0.643326,55.4286,62.6667,41.2766,8.05829,6.8963,3.85877,0.715218,0.704837,0.435372,0.845706,0.839546,0.659828
"4287","jogging",0.67,0.13,0.18,0.02,0,0,0,0,0,0,0.435,0.35,0.175,0.04,0,0,0,0,0,0,0.195,0.34,0.17,0.155,0.045,0.045,0.015,0.005,0.015,0.015,-7.96928,-5.29968,0.576912,62.3333,64,44.8837,6.75508,6.34824,4.04409,0.594017,0.665597,0.407355,0.770725,0.815841,0.638243
"4288","jogging",0.745,0.115,0.115,0.025,0,0,0,0,0,0,0.465,0.31,0.205,0.01,0.01,0,0,0,0,0,0.2,0.24,0.36,0.125,0.02,0.01,0.015,0.005,0.01,0.015,-8.41543,-4.52995,0.39701,64.1379,65.5172,53.1429,6.15873,5.0148,3.06635,0.576517,0.559276,0.347213,0.759287,0.747848,0.589248
"4289","jogging",0.67,0.15,0.125,0.055,0,0,0,0,0,0,0.385,0.33,0.235,0.05,0,0,0,0,0,0,0.155,0.3,0.285,0.14,0.08,0.005,0.005,0.03,0,0,-8.79054,-4.7821,0.418302,74.4,60.9677,49.2308,7.65473,6.18738,3.2946,0.669008,0.650217,0.342376,0.817929,0.80636,0.585129
"4290","jogging",0.625,0.12,0.23,0.025,0,0,0,0,0,0,0.365,0.395,0.195,0.03,0.01,0.005,0,0,0,0,0.17,0.31,0.28,0.115,0.06,0.045,0.01,0.005,0.005,0,-8.11305,-4.67157,0.268853,74.4,66.5517,46.8293,7.65501,6.18371,3.15058,0.667172,0.66369,0.323827,0.816806,0.814672,0.569058
"4291","jogging",0.645,0.125,0.21,0.02,0,0,0,0,0,0,0.38,0.375,0.2,0.04,0.005,0,0,0,0,0,0.2,0.235,0.32,0.11,0.045,0.035,0.005,0.04,0.01,0,-8.35038,-5.04474,0.660487,70.3846,65.1724,47,7.64943,6.56438,3.47933,0.680241,0.691226,0.362723,0.824767,0.8314,0.602265
"4292","jogging",0.655,0.1,0.205,0.04,0,0,0,0,0,0,0.355,0.445,0.14,0.05,0.01,0,0,0,0,0,0.185,0.225,0.33,0.14,0.075,0.02,0.005,0.005,0.015,0,-8.53617,-5.11248,0.34923,57.3529,65.7143,44.3182,7.63639,6.72305,3.19857,0.665455,0.692313,0.33838,0.815754,0.832053,0.581704
"4293","jogging",0.69,0.16,0.13,0.02,0,0,0,0,0,0,0.405,0.385,0.19,0.015,0.005,0,0,0,0,0,0.155,0.265,0.33,0.115,0.055,0.045,0.01,0.025,0,0,-8.53986,-4.69887,0.724457,64.3333,67.2414,43.1818,6.83202,5.59715,3.0932,0.606368,0.578334,0.325259,0.778696,0.760483,0.570315
"4294","jogging",0.67,0.185,0.145,0,0,0,0,0,0,0,0.37,0.45,0.155,0.02,0.005,0,0,0,0,0,0.155,0.255,0.34,0.18,0.005,0.02,0.025,0.01,0.005,0.005,-8.23998,-4.82206,0.560147,63.9286,68.8462,44.8837,7.04115,5.85834,2.98607,0.640327,0.627234,0.318286,0.800204,0.791981,0.564168
"4295","jogging",0.58,0.215,0.155,0.045,0,0.005,0,0,0,0,0.405,0.335,0.205,0.055,0,0,0,0,0,0,0.14,0.27,0.34,0.13,0.065,0.035,0.015,0.005,0,0,-8.50788,-4.36144,0.67688,82.1739,66.4286,47.8049,8.89799,5.51301,2.87432,0.894545,0.595237,0.283707,0.945804,0.771516,0.532641
"4296","jogging",0.655,0.23,0.1,0.015,0,0,0,0,0,0,0.43,0.37,0.17,0.02,0.01,0,0,0,0,0,0.185,0.225,0.35,0.135,0.055,0.025,0,0.01,0.01,0.005,-8.32751,-4.73853,0.631363,71.1111,60.625,45.3659,6.92805,5.42058,2.95285,0.673982,0.575992,0.305292,0.820964,0.758942,0.552532
"4297","jogging",0.61,0.225,0.16,0.005,0,0,0,0,0,0,0.46,0.24,0.26,0.03,0.01,0,0,0,0,0,0.135,0.28,0.34,0.16,0.05,0.02,0.005,0.005,0.005,0,-8.04031,-4.55399,0.491829,77.5,71.1538,44.186,7.38584,5.58354,2.74937,0.720505,0.621456,0.284138,0.848825,0.788325,0.533046
"4298","jogging",0.555,0.245,0.175,0.02,0.005,0,0,0,0,0,0.44,0.29,0.21,0.055,0.005,0,0,0,0,0,0.185,0.19,0.36,0.16,0.04,0.04,0.01,0.01,0,0.005,-8.35186,-4.90802,0.681503,65.3333,78,45,9.12941,6.1159,3.10284,0.948474,0.647644,0.313712,0.973896,0.804763,0.5601
"4299","jogging",0.65,0.135,0.195,0.02,0,0,0,0,0,0,0.35,0.415,0.21,0.02,0.005,0,0,0,0,0,0.185,0.24,0.38,0.085,0.055,0.01,0.025,0.005,0.005,0.01,-8.31005,-4.84401,0.327902,67.1429,65.8621,44.5238,7.50093,6.13583,3.18692,0.662037,0.641785,0.344788,0.813656,0.801115,0.587187
"4300","jogging",0.655,0.14,0.17,0.035,0,0,0,0,0,0,0.415,0.38,0.18,0.025,0,0,0,0,0,0,0.215,0.29,0.25,0.145,0.035,0.015,0.025,0.015,0,0.01,-8.3594,-5.37788,0.328561,71.1111,66.7857,43.4884,7.39225,6.40165,3.48023,0.655627,0.660518,0.3524,0.809708,0.812722,0.593633
"4301","jogging",0.69,0.145,0.145,0.01,0.005,0.005,0,0,0,0,0.51,0.295,0.16,0.035,0,0,0,0,0,0,0.235,0.205,0.285,0.13,0.08,0.025,0.015,0.02,0.005,0,-7.8655,-5.40846,0.490392,64.6429,61.9355,48.3784,6.46302,6.01572,3.70739,0.60055,0.617812,0.356346,0.774952,0.78601,0.596947
"4302","jogging",0.655,0.15,0.145,0.045,0.005,0,0,0,0,0,0.43,0.3,0.24,0.02,0.005,0,0.005,0,0,0,0.215,0.28,0.225,0.165,0.05,0.01,0.02,0.005,0.015,0.015,-8.35818,-5.25977,0.257045,57.5,78.75,43.6364,7.55981,6.76974,3.80526,0.666229,0.716113,0.405776,0.816228,0.846235,0.637005
"4303","jogging",0.665,0.155,0.175,0.005,0,0,0,0,0,0,0.385,0.31,0.265,0.035,0.005,0,0,0,0,0,0.2,0.185,0.355,0.115,0.07,0.03,0.02,0.005,0.005,0.015,-8.20004,-5.25207,0.556866,63.9286,75.4167,42.1739,7.43056,7.08592,3.851,0.706756,0.743981,0.418788,0.840688,0.862543,0.647138
"4304","jogging",0.67,0.175,0.155,0,0,0,0,0,0,0,0.38,0.37,0.235,0.01,0.005,0,0,0,0,0,0.165,0.27,0.34,0.125,0.05,0.005,0,0.02,0.01,0.015,-8.39303,-5.00315,0.519132,57.0588,67.1429,45.2381,7.20638,6.27445,3.3827,0.64422,0.65868,0.382321,0.802633,0.811591,0.618321
"4305","jogging",0.615,0.08,0.215,0.085,0.005,0,0,0,0,0,0.355,0.39,0.2,0.05,0.005,0,0,0,0,0,0.175,0.265,0.33,0.125,0.005,0.02,0.02,0.025,0.015,0.02,-8.10251,-5.18758,0.651805,64.8276,65.3333,53.6111,8.57277,6.99575,3.69335,0.762563,0.729287,0.418312,0.873249,0.853983,0.646771
"4306","jogging",0.615,0.125,0.225,0.035,0,0,0,0,0,0,0.36,0.36,0.225,0.05,0.005,0,0,0,0,0,0.225,0.27,0.265,0.1,0.035,0.03,0.02,0.02,0.015,0.02,-8.61684,-5.12101,0.655289,48,66.2069,44.5455,8.18957,7.02041,3.96713,0.701851,0.731079,0.415912,0.837766,0.855032,0.644913
"4307","jogging",0.635,0.11,0.195,0.055,0.005,0,0,0,0,0,0.33,0.415,0.225,0.03,0,0,0,0,0,0,0.185,0.235,0.375,0.085,0.04,0.015,0.03,0.02,0.01,0.005,-8.22152,-5.09009,0.640368,60,62.9032,43.7778,7.56071,6.88082,3.26116,0.669342,0.730392,0.355581,0.818133,0.85463,0.596306
"4308","jogging",0.655,0.145,0.19,0.01,0,0,0,0,0,0,0.405,0.31,0.24,0.035,0.005,0.005,0,0,0,0,0.15,0.25,0.355,0.12,0.055,0.025,0.015,0.015,0.01,0.005,-8.31341,-4.99632,0.760898,64.6667,71.8519,44.6512,7.6694,6.53549,3.21597,0.717442,0.708555,0.345768,0.847019,0.841757,0.588021
"4309","jogging",0.605,0.085,0.25,0.055,0.005,0,0,0,0,0,0.33,0.365,0.225,0.065,0.015,0,0,0,0,0,0.19,0.275,0.315,0.1,0.035,0.025,0.015,0.005,0.01,0.03,-8.24747,-4.66267,0.675336,49.4737,64,43.6364,8.47827,6.62015,3.73013,0.744991,0.691614,0.424392,0.863128,0.831633,0.651454
"4310","jogging",0.645,0.105,0.18,0.055,0.015,0,0,0,0,0,0.365,0.415,0.155,0.055,0.01,0,0,0,0,0,0.125,0.315,0.355,0.095,0.045,0.01,0.015,0.015,0.005,0.02,-8.86563,-4.92956,0.511444,60,59.0909,48.7179,8.716,6.63496,3.24331,0.773438,0.713524,0.383763,0.879453,0.844703,0.619486
"4311","jogging",0.61,0.155,0.2,0.035,0,0,0,0,0,0,0.335,0.41,0.22,0.03,0.005,0,0,0,0,0,0.145,0.295,0.33,0.09,0.05,0.035,0.015,0.015,0.01,0.015,-8.28725,-4.6728,0.739462,61,61.9355,46.5854,8.04939,6.40768,3.52895,0.730467,0.69697,0.392798,0.854673,0.834847,0.626736
"4312","jogging",0.62,0.175,0.175,0.03,0,0,0,0,0,0,0.385,0.335,0.205,0.055,0.015,0.005,0,0,0,0,0.2,0.27,0.28,0.16,0.02,0.025,0.005,0.015,0.01,0.015,-8.59714,-5.09122,0.364989,66.6667,60,43.3333,7.93901,6.97671,3.40329,0.737408,0.738511,0.370313,0.858725,0.859367,0.608534
"4313","jogging",0.635,0.165,0.155,0.045,0,0,0,0,0,0,0.415,0.305,0.23,0.02,0.02,0.01,0,0,0,0,0.175,0.28,0.32,0.12,0.045,0.005,0.005,0.015,0.005,0.03,-8.53027,-4.54859,0.590923,70.7692,67.5,44.4186,7.91819,5.87074,3.41282,0.707616,0.646471,0.41059,0.841199,0.804034,0.640773
"4314","jogging",0.645,0.21,0.115,0.03,0,0,0,0,0,0,0.405,0.395,0.185,0.01,0.005,0,0,0,0,0,0.145,0.275,0.345,0.135,0.045,0.015,0.005,0.005,0.025,0.005,-8.16037,-4.87142,0.596312,67.1429,64.4828,49.4737,7.28214,5.6751,3.11537,0.654269,0.589553,0.348738,0.808869,0.767823,0.590541
"4315","jogging",0.63,0.125,0.215,0.03,0,0,0,0,0,0,0.34,0.37,0.235,0.045,0.01,0,0,0,0,0,0.18,0.265,0.295,0.145,0.01,0.025,0.045,0.015,0,0.02,-8.76253,-5.20027,0.62213,51.1111,60.6452,47.75,8.11673,7.3196,3.87605,0.69278,0.761946,0.422472,0.832334,0.872895,0.649979
"4316","jogging",0.695,0.13,0.155,0.02,0,0,0,0,0,0,0.405,0.31,0.225,0.05,0.005,0.005,0,0,0,0,0.235,0.235,0.285,0.09,0.06,0.025,0.025,0.02,0.005,0.02,-8.61211,-4.70122,0.745162,61.25,61.9355,44.6512,6.94683,6.06406,3.8978,0.605105,0.638709,0.410617,0.777885,0.799192,0.640794
"4317","jogging",0.535,0.115,0.115,0.08,0.1,0.015,0.03,0.01,0,0,0.78,0.13,0.05,0.02,0.015,0.005,0,0,0,0,0.32,0.24,0.195,0.12,0.04,0.025,0.02,0.02,0.005,0.015,-3.65539,-8.44682,0.00835863,60.625,57.0588,46.6667,6.48195,5.86371,4.27137,0.61031,0.564651,0.435206,0.781223,0.751432,0.659701
"4318","jogging",0.67,0.07,0.065,0.035,0.04,0.015,0.045,0.055,0.005,0,0.575,0.185,0.115,0.03,0.03,0.04,0.025,0,0,0,0.36,0.105,0.195,0.18,0.055,0.05,0.03,0.01,0.015,0,-8.08201,-7.32844,0.00975969,54.1667,59.0625,39.3878,9.85096,8.9873,4.76925,0.855786,0.810754,0.420147,0.925087,0.900419,0.648188
"4319","jogging",0.655,0.085,0.05,0.025,0.025,0.03,0.065,0.04,0.02,0.005,0.565,0.12,0.13,0.095,0.02,0.025,0.035,0.01,0,0,0.405,0.095,0.185,0.125,0.045,0.065,0.025,0.025,0.02,0.01,-7.65914,-7.002,-0.225419,52.1622,57.8788,42.2222,10.2524,9.34998,5.63963,0.889723,0.84277,0.495652,0.943252,0.918025,0.704026
"4320","jogging",0.695,0.08,0.045,0.02,0.03,0.03,0.05,0.025,0.025,0,0.555,0.13,0.135,0.07,0.035,0.015,0.05,0.01,0,0,0.355,0.095,0.205,0.125,0.085,0.045,0.05,0.01,0.015,0.015,-8.67572,-6.9288,0.121811,53.4286,58.4375,35.4717,9.87137,9.50709,5.45492,0.863183,0.852612,0.500262,0.929076,0.92337,0.707292
"4321","jogging",0.645,0.11,0.015,0.04,0.02,0.04,0.065,0.04,0.02,0.005,0.53,0.165,0.13,0.065,0.05,0.02,0.025,0.015,0,0,0.405,0.115,0.135,0.135,0.07,0.035,0.065,0.025,0.005,0.01,-7.88749,-6.91494,-0.384113,56.2857,55.4286,41.2766,10.565,9.45696,5.87793,0.909939,0.860833,0.517781,0.953907,0.927811,0.71957
"4322","jogging",0.675,0.1,0.03,0.04,0.025,0.025,0.055,0.05,0,0,0.565,0.115,0.13,0.07,0.04,0.03,0.04,0.005,0.005,0,0.385,0.105,0.15,0.15,0.09,0.03,0.035,0.02,0.015,0.02,-8.49607,-6.62883,0.026429,56.4706,60,37.3077,10.0684,9.28743,5.6866,0.864988,0.833229,0.508535,0.930047,0.912814,0.713117
"4323","jogging",0.67,0.08,0.035,0.03,0.035,0.035,0.03,0.065,0.02,0,0.55,0.13,0.15,0.06,0.05,0.045,0.01,0.005,0,0,0.41,0.07,0.165,0.15,0.055,0.06,0.04,0.035,0.01,0.005,-7.92028,-7.00621,0.0321412,52.8571,60.9677,39.1667,10.1144,9.08912,5.6652,0.862064,0.804754,0.494717,0.928474,0.897081,0.703361
"4324","jogging",0.74,0.055,0.035,0.055,0.025,0.045,0.025,0.015,0.005,0,0.6,0.13,0.105,0.11,0.045,0.01,0,0,0,0,0.3,0.155,0.165,0.155,0.1,0.04,0.05,0.025,0.005,0.005,-8.03296,-6.9046,0.522629,56.6667,63.5484,41.3043,7.77355,7.74151,5.10198,0.695004,0.666338,0.464699,0.833669,0.816295,0.681689
"4325","jogging",0.71,0.075,0.035,0.035,0.025,0.03,0.045,0.035,0.005,0.005,0.54,0.16,0.135,0.045,0.065,0.045,0.01,0,0,0,0.355,0.13,0.11,0.16,0.08,0.075,0.035,0.02,0.02,0.015,-8.4595,-6.72567,0.489147,55.4286,64.1379,42.6667,9.21314,8.76122,5.74698,0.816049,0.787099,0.529148,0.903354,0.887186,0.727425
"4326","jogging",0.68,0.085,0.02,0.04,0.03,0.04,0.045,0.035,0.015,0.01,0.54,0.12,0.16,0.07,0.04,0.055,0.015,0,0,0,0.415,0.1,0.115,0.13,0.085,0.04,0.055,0.035,0.025,0,-7.57412,-6.66629,-0.197302,53.6111,63,42.8261,9.48652,9.23939,6.23589,0.830402,0.820693,0.540101,0.911264,0.905921,0.734916
"4327","jogging",0.71,0.085,0.04,0.02,0.025,0.035,0.04,0.025,0.02,0,0.535,0.13,0.14,0.09,0.035,0.035,0.035,0,0,0,0.385,0.12,0.13,0.135,0.085,0.04,0.045,0.03,0.02,0.01,-8.28776,-6.69619,0.114662,49.2308,64,42.1739,9.11591,9.3949,5.8652,0.803126,0.826653,0.521316,0.896173,0.909205,0.722023
"4328","jogging",0.71,0.06,0.03,0.03,0.02,0.05,0.04,0.04,0.02,0,0.575,0.11,0.1,0.095,0.06,0.04,0.02,0,0,0,0.405,0.11,0.14,0.09,0.115,0.05,0.04,0.02,0.02,0.01,-7.74784,-7.0631,0.00142505,42.9545,65.5172,44.7619,9.3071,9.25042,5.7853,0.807981,0.821849,0.511026,0.898877,0.906559,0.714861
"4329","jogging",0.725,0.065,0.035,0.04,0.035,0.03,0.02,0.025,0.025,0,0.59,0.085,0.15,0.06,0.04,0.05,0.02,0.005,0,0,0.375,0.065,0.2,0.125,0.085,0.08,0.03,0.02,0.015,0.005,-8.24258,-6.93313,0.164885,45.9524,65.3571,41.7021,8.67868,9.28949,5.57324,0.759561,0.806474,0.498728,0.871528,0.898039,0.706206
"4330","jogging",0.725,0.05,0.04,0.02,0.04,0.025,0.045,0.045,0.01,0,0.58,0.11,0.12,0.075,0.045,0.06,0.01,0,0,0,0.35,0.15,0.15,0.11,0.11,0.04,0.025,0.04,0.015,0.01,-7.98097,-7.02543,0.0448347,47.75,69.6429,49.7368,9.01463,9.55754,5.78237,0.787372,0.817922,0.523854,0.88734,0.904391,0.723778
"4331","jogging",0.73,0.035,0.01,0.035,0.05,0.025,0.03,0.065,0.02,0,0.585,0.13,0.125,0.065,0.04,0.03,0.02,0.005,0,0,0.42,0.09,0.12,0.13,0.08,0.055,0.06,0.015,0.015,0.015,-7.8113,-7.14202,-0.168023,48.75,66.5517,45.3488,9.84144,9.02033,6.23192,0.850428,0.790427,0.553353,0.922187,0.88906,0.743877
"4332","jogging",0.72,0.08,0.035,0.02,0.02,0.055,0.03,0.025,0.015,0,0.58,0.095,0.13,0.09,0.04,0.04,0.025,0,0,0,0.415,0.07,0.105,0.16,0.095,0.02,0.08,0.045,0.01,0,-8.22086,-6.79796,0.450826,53.3333,62.6667,42,8.68357,8.99763,5.83768,0.777931,0.799712,0.504099,0.882004,0.894266,0.709999
"4333","jogging",0.7,0.095,0.025,0.015,0.03,0.035,0.035,0.025,0.035,0.005,0.555,0.145,0.11,0.095,0.04,0.055,0,0,0,0,0.4,0.1,0.11,0.15,0.09,0.04,0.035,0.035,0.02,0.02,-7.5021,-6.6469,0.124349,52.5714,61.2903,44.2857,8.90134,8.65079,6.1871,0.796371,0.777359,0.547042,0.892396,0.88168,0.739623
"4334","jogging",0.7,0.095,0.04,0.015,0.03,0.035,0.025,0.025,0.03,0.005,0.585,0.105,0.105,0.075,0.06,0.03,0.035,0.005,0,0,0.385,0.09,0.155,0.145,0.075,0.06,0.04,0.04,0,0.01,-8.1554,-6.76507,0.192667,50.5263,61.9355,42.4444,9.26379,9.28662,5.74667,0.826598,0.827562,0.503883,0.909175,0.909705,0.709847
"4335","jogging",0.69,0.095,0.025,0.015,0.025,0.025,0.025,0.055,0.03,0.015,0.57,0.115,0.12,0.075,0.055,0.035,0.03,0,0,0,0.445,0.075,0.15,0.1,0.085,0.05,0.04,0.025,0.01,0.02,-8.01778,-7.38386,-0.550807,52.8571,62.5806,43.4091,9.96566,9.77603,6.34709,0.885077,0.871898,0.551435,0.940785,0.933755,0.742587
"4336","jogging",0.72,0.06,0.025,0.035,0.02,0.015,0.045,0.035,0.03,0.015,0.585,0.125,0.09,0.075,0.05,0.04,0.035,0,0,0,0.4,0.07,0.125,0.185,0.065,0.03,0.05,0.04,0.015,0.02,-7.97579,-7.57344,-0.381048,50.2632,64.3333,44.7619,9.53396,10.1771,7.02744,0.865871,0.914704,0.614456,0.930522,0.956402,0.783872
"4337","jogging",0.72,0.085,0.03,0.025,0.02,0.015,0.01,0.035,0.05,0.01,0.54,0.115,0.14,0.085,0.045,0.035,0.04,0,0,0,0.385,0.12,0.125,0.12,0.085,0.04,0.05,0.055,0.015,0.005,-8.16625,-7.16558,-0.149521,50,63.3333,47.25,9.30537,10.2092,6.40791,0.83078,0.906613,0.558034,0.911471,0.952162,0.747017
"4338","jogging",0.68,0.08,0.04,0.035,0.015,0.02,0.045,0.045,0.025,0.015,0.575,0.125,0.1,0.085,0.04,0.045,0.03,0,0,0,0.435,0.06,0.145,0.13,0.065,0.05,0.05,0.035,0.02,0.01,-7.44642,-6.98713,-0.444061,48.4615,64.3333,43.5714,9.64077,9.42121,6.60538,0.838999,0.842183,0.571989,0.915969,0.917705,0.756299
"4339","jogging",0.715,0.075,0.015,0.04,0.035,0.025,0.04,0.035,0.02,0,0.555,0.12,0.13,0.08,0.05,0.045,0.02,0,0,0,0.375,0.075,0.13,0.195,0.08,0.035,0.045,0.025,0.02,0.02,-8.18478,-6.96923,0.250651,51.0811,66.0714,44.5455,9.14808,9.46268,6.23455,0.811852,0.834379,0.570567,0.901028,0.913443,0.755359
"4340","jogging",0.72,0.075,0.035,0.03,0.02,0.03,0.02,0.04,0.02,0.01,0.59,0.105,0.115,0.085,0.045,0.045,0.015,0,0,0,0.39,0.06,0.195,0.1,0.125,0.04,0.03,0.045,0.01,0.005,-8.1612,-7.2074,0.11338,52.2857,70.3704,43.5556,9.00132,9.419,5.70539,0.796986,0.822975,0.506893,0.892741,0.90718,0.711964
"4341","jogging",0.69,0.065,0.03,0.035,0.025,0.04,0.04,0.065,0.01,0,0.575,0.12,0.125,0.055,0.065,0.025,0.035,0,0,0,0.43,0.06,0.145,0.12,0.1,0.035,0.065,0.03,0.01,0.005,-7.58233,-6.80856,-0.239466,51.6667,68.5714,44.3182,9.53874,9.22677,6.06533,0.834177,0.816171,0.51877,0.913333,0.903422,0.720257
"4342","jogging",0.685,0.08,0.035,0.035,0.035,0.035,0.04,0.045,0.01,0,0.59,0.155,0.08,0.075,0.05,0.035,0.015,0,0,0,0.365,0.14,0.115,0.145,0.105,0.06,0.03,0.025,0.01,0.005,-8.09769,-7.08459,0.246687,56.4706,61.9355,47.561,9.60681,8.72313,5.42347,0.844945,0.777482,0.476264,0.919209,0.881749,0.690119
"4343","jogging",0.74,0.04,0.03,0.045,0.025,0.04,0.04,0.015,0.025,0,0.585,0.095,0.1,0.1,0.06,0.055,0.005,0,0,0,0.355,0.095,0.165,0.165,0.07,0.075,0.025,0.03,0.015,0.005,-8.05695,-6.93018,0.17104,51.8919,60.9677,45.7143,8.68602,9.19196,5.78512,0.766672,0.805294,0.530596,0.875598,0.897382,0.72842
"4344","jogging",0.68,0.07,0.05,0.015,0.04,0.03,0.04,0.045,0.015,0.015,0.6,0.15,0.07,0.07,0.03,0.06,0.02,0,0,0,0.41,0.115,0.1,0.125,0.08,0.05,0.05,0.025,0.025,0.02,-7.65689,-6.71894,0.0286564,51.6667,62.2581,42.7907,9.86661,8.55959,6.46852,0.8646,0.792718,0.583504,0.929839,0.890347,0.763874
"4345","jogging",0.69,0.09,0.04,0.035,0.02,0.03,0.045,0.015,0.025,0.01,0.6,0.105,0.115,0.08,0.035,0.045,0.02,0,0,0,0.375,0.1,0.11,0.16,0.1,0.055,0.03,0.025,0.03,0.015,-7.96919,-7.39218,0.152144,51.0526,63.6667,39,9.37407,9.34642,6.32542,0.823243,0.830908,0.571194,0.907327,0.911541,0.755774
"4346","jogging",0.7,0.075,0.04,0.03,0.025,0.04,0.04,0.04,0.01,0,0.58,0.12,0.1,0.095,0.04,0.055,0.01,0,0,0,0.365,0.095,0.145,0.135,0.095,0.08,0.015,0.025,0.025,0.02,-8.04814,-7.02131,0.344787,58.4848,71.9231,43.2558,9.24831,9.29004,6.10872,0.816777,0.826145,0.549977,0.903757,0.908925,0.741604
"4347","jogging",0.68,0.06,0.04,0.04,0.03,0.03,0.06,0.025,0.035,0,0.595,0.08,0.14,0.08,0.04,0.06,0.005,0,0,0,0.39,0.1,0.13,0.12,0.09,0.055,0.03,0.055,0.015,0.015,-7.42903,-6.92803,0.0497326,48.9474,64.4828,48.9744,9.70087,9.115,6.38558,0.839634,0.810136,0.579126,0.916316,0.900076,0.761003
"4348","jogging",0.72,0.025,0.06,0.04,0.055,0.03,0.025,0.025,0.02,0,0.62,0.1,0.075,0.125,0.055,0.025,0,0,0,0,0.37,0.13,0.07,0.135,0.135,0.06,0.03,0.025,0.04,0.005,-7.87739,-7.31796,0.242951,53.7143,59.3939,41.7021,8.92307,8.51469,6.39623,0.791958,0.732291,0.572743,0.88992,0.85574,0.756798
"4349","jogging",0.755,0.055,0.02,0.03,0.03,0.035,0.025,0.04,0.01,0,0.58,0.105,0.095,0.105,0.1,0.015,0,0,0,0,0.365,0.095,0.115,0.19,0.105,0.07,0.025,0.015,0.01,0.01,-7.79291,-6.58741,0.244939,48.75,55.8824,47.561,7.90854,8.54614,5.68179,0.726105,0.733803,0.511735,0.852118,0.856623,0.715356
"4350","jogging",0.71,0.04,0.045,0.025,0.04,0.015,0.06,0.035,0.03,0,0.595,0.115,0.11,0.075,0.06,0.045,0,0,0,0,0.405,0.065,0.14,0.14,0.085,0.06,0.045,0.03,0.01,0.02,-7.45161,-7.12833,-0.0371827,52.2222,61.2903,43.9535,9.49177,8.78081,6.54196,0.836567,0.776907,0.59634,0.91464,0.881423,0.772231
"4351","jogging",0.745,0.055,0.055,0.01,0.035,0.025,0.035,0.03,0.005,0.005,0.625,0.115,0.08,0.07,0.07,0.04,0,0,0,0,0.38,0.09,0.11,0.15,0.105,0.065,0.04,0.03,0.01,0.02,-7.95684,-7.33191,0.227742,51.0811,59.697,46.1905,8.08407,8.61521,6.44338,0.735845,0.747658,0.583578,0.857814,0.864672,0.763923
"4352","jogging",0.715,0.065,0.03,0.04,0.045,0.03,0.025,0.03,0.02,0,0.595,0.085,0.085,0.11,0.08,0.045,0,0,0,0,0.36,0.08,0.15,0.16,0.105,0.085,0.02,0.015,0.015,0.01,-7.83976,-6.69043,0.404698,57.0588,59.0625,40.625,8.69833,8.65914,5.63318,0.772228,0.746246,0.501498,0.878765,0.863855,0.708165
"4353","jogging",0.705,0.06,0.025,0.02,0.055,0.05,0.03,0.045,0.01,0,0.56,0.105,0.13,0.085,0.08,0.04,0,0,0,0,0.37,0.145,0.12,0.1,0.125,0.06,0.035,0.02,0.005,0.02,-7.39886,-7.03689,0.226928,54,61.7241,43.6364,9.1225,9.32659,5.86392,0.813027,0.786578,0.532202,0.90168,0.886893,0.729521
"4354","jogging",0.71,0.07,0.06,0.01,0.035,0.045,0.01,0.035,0.02,0.005,0.61,0.135,0.085,0.08,0.045,0.04,0.005,0,0,0,0.38,0.095,0.145,0.085,0.14,0.07,0.025,0.03,0.02,0.01,-7.73913,-7.26502,0.135031,54.1667,59.0909,47.3171,8.57946,8.60984,6.09548,0.759475,0.742688,0.547805,0.871479,0.861794,0.740138
"4355","jogging",0.735,0.065,0.04,0.01,0.03,0.04,0.03,0.04,0.01,0,0.58,0.125,0.085,0.105,0.07,0.035,0,0,0,0,0.36,0.08,0.13,0.185,0.105,0.045,0.04,0.03,0.02,0.005,-7.55869,-6.79466,0.486572,54.4444,60.625,45.4762,8.09815,8.66557,5.7361,0.727033,0.746239,0.509188,0.852662,0.863851,0.713574
"4356","jogging",0.715,0.055,0.05,0.025,0.025,0.035,0.025,0.05,0.02,0,0.595,0.11,0.12,0.09,0.055,0.03,0,0,0,0,0.385,0.09,0.13,0.15,0.13,0.03,0.045,0.01,0.02,0.01,-7.53832,-7.64832,0.0624142,52.1622,60.9375,44.4186,8.68795,8.93257,5.93025,0.781556,0.771199,0.533083,0.884057,0.87818,0.730125
"4357","jogging",0.705,0.07,0.04,0.03,0.03,0.02,0.035,0.06,0.01,0,0.625,0.095,0.105,0.085,0.05,0.03,0.01,0,0,0,0.37,0.1,0.14,0.135,0.115,0.05,0.045,0.035,0,0.01,-7.16822,-7.56347,0.0473136,57.8125,55.2941,47.75,8.58769,8.82572,6.01535,0.770166,0.767679,0.523004,0.877591,0.876173,0.72319
